valid_time_gmt,temp,wspd,pressure,precip_hrly
2017-01-01 00:51,46,10,29.87,0
2017-01-01 01:51,45,8,29.88,0.0
2017-01-01 02:51,46,13,29.89,0
2017-01-01 03:51,46,10,29.91,0
2017-01-01 04:51,47,10,29.93,0
2017-01-01 05:51,47,12,29.97,0
2017-01-01 06:51,47,13,30.0,0
2017-01-01 07:51,47,12,30.03,0
2017-01-01 08:51,47,14,30.08,0
2017-01-01 09:51,47,20,30.12,0
2017-01-01 10:51,47,18,30.14,0
2017-01-01 11:51,48,13,30.15,0
2017-01-01 12:51,48,10,30.16,0
2017-01-01 13:51,49,8,30.17,0
2017-01-01 14:51,49,13,30.19,0
2017-01-01 15:51,48,10,30.23,0
2017-01-01 16:51,47,10,30.28,0
2017-01-01 17:51,46,7,30.3,0
2017-01-01 18:51,44,6,30.33,0
2017-01-01 19:51,43,6,30.35,0
2017-01-01 20:51,42,5,30.38,0
2017-01-01 21:51,40,0,30.4,0
2017-01-01 22:51,40,3,30.43,0
2017-01-01 23:51,39,9,30.41,0
2017-01-02 00:51,38,6,30.41,0
2017-01-02 01:51,38,3,30.42,0
2017-01-02 02:51,39,9,30.43,0
2017-01-02 03:51,38,8,30.44,0
2017-01-02 04:51,38,7,30.45,0
2017-01-02 05:51,39,6,30.46,0
2017-01-02 06:51,40,9,30.46,0
2017-01-02 07:12,40,9,30.46,0.0
2017-01-02 07:27,39,9,30.46,0.0
2017-01-02 07:51,39,9,30.47,0.0
2017-01-02 08:51,39,10,30.47,0.02
2017-01-02 09:51,40,14,30.49,0.01
2017-01-02 10:51,41,16,30.47,0.0
2017-01-02 11:51,40,13,30.44,0.0
2017-01-02 12:51,40,10,30.41,0.01
2017-01-02 13:51,40,14,30.39,0.01
2017-01-02 14:51,41,13,30.39,0.03
2017-01-02 15:51,41,15,30.38,0.02
2017-01-02 16:27,41,16,30.37,0.01
2017-01-02 16:39,41,15,30.38,0.02
2017-01-02 16:46,39,14,30.38,0.02
2017-01-02 16:51,40,14,30.38,0.02
2017-01-02 17:29,40,14,30.37,0.0
2017-01-02 17:40,41,15,30.37,0.0
2017-01-02 17:51,41,15,30.36,0.01
2017-01-02 18:00,42,15,30.36,0.01
2017-01-02 18:13,41,16,30.36,0.01
2017-01-02 18:22,41,15,30.36,0.02
2017-01-02 18:41,40,18,30.35,0.04
2017-01-02 18:48,41,18,30.35,0.04
2017-01-02 18:51,40,17,30.35,0.04
2017-01-02 19:26,41,16,30.35,0.0
2017-01-02 19:38,41,16,30.34,0.0
2017-01-02 19:51,41,16,30.34,0.0
2017-01-02 20:51,41,18,30.29,0
2017-01-02 21:51,40,16,30.28,0
2017-01-02 22:24,40,16,30.27,0.0
2017-01-02 22:51,40,15,30.29,0.0
2017-01-02 23:51,41,17,30.25,0.01
2017-01-03 00:51,40,21,30.2,0.01
2017-01-03 01:51,40,15,30.2,0.01
2017-01-03 02:51,40,20,30.17,0.01
2017-01-03 03:51,41,20,30.14,0.01
2017-01-03 04:51,41,20,30.11,0.0
2017-01-03 05:51,41,18,30.1,0.0
2017-01-03 06:51,41,21,30.06,0.0
2017-01-03 07:51,41,18,30.02,0.0
2017-01-03 08:51,42,18,30.0,0.0
2017-01-03 08:58,42,18,30.0,0.0
2017-01-03 09:51,43,21,29.98,0.0
2017-01-03 10:51,44,18,29.93,0.0
2017-01-03 11:39,44,20,29.87,0.02
2017-01-03 11:46,45,18,29.85,0.03
2017-01-03 11:51,44,16,29.84,0.03
2017-01-03 12:32,45,22,29.8,0.02
2017-01-03 12:51,44,18,29.78,0.04
2017-01-03 13:51,44,18,29.72,0.05
2017-01-03 14:31,45,20,29.68,0.03
2017-01-03 14:51,45,21,29.67,0.04
2017-01-03 15:08,44,20,29.66,0.0
2017-01-03 15:51,44,20,29.63,0.11
2017-01-03 16:00,44,21,29.63,0.02
2017-01-03 16:08,45,16,29.62,0.03
2017-01-03 16:51,46,20,29.59,0.07
2017-01-03 17:51,44,14,29.57,0.0
2017-01-03 17:58,44,12,29.58,0
2017-01-03 18:51,45,14,29.54,0.02
2017-01-03 19:35,45,10,29.5,0.01
2017-01-03 19:51,45,10,29.5,0.01
2017-01-03 20:51,45,6,29.48,0
2017-01-03 21:41,44,8,29.47,0
2017-01-03 21:49,45,10,29.47,0
2017-01-03 21:51,44,9,29.47,0
2017-01-03 22:07,44,8,29.47,0
2017-01-03 22:17,43,8,29.47,0
2017-01-03 22:49,43,8,29.46,0.01
2017-01-03 22:51,43,7,29.46,0.01
2017-01-03 23:47,43,7,29.46,0.03
2017-01-03 23:51,43,7,29.46,0.03
2017-01-04 00:30,43,9,29.44,0
2017-01-04 00:51,43,7,29.43,0
2017-01-04 01:51,43,9,29.44,0
2017-01-04 02:51,44,7,29.43,0
2017-01-04 03:51,45,12,29.42,0
2017-01-04 04:39,44,10,29.43,0
2017-01-04 04:51,44,6,29.42,0.0
