valid_time_gmt,temp,wspd,pressure,precip_hrly
2016-01-01 00:51,43,17,30.04,0
2016-01-01 01:51,43,16,30.04,0
2016-01-01 02:51,42,13,30.04,0
2016-01-01 03:51,42,13,30.04,0
2016-01-01 04:51,41,13,30.02,0
2016-01-01 05:51,41,13,30.03,0
2016-01-01 06:51,41,13,30.04,0
2016-01-01 07:51,41,10,30.04,0
2016-01-01 08:51,40,10,30.05,0
2016-01-01 09:51,40,9,30.05,0
2016-01-01 10:51,41,12,30.03,0
2016-01-01 11:51,42,14,30.0,0
2016-01-01 12:51,41,14,29.97,0
2016-01-01 13:51,41,16,29.96,0
2016-01-01 14:51,40,18,29.96,0
2016-01-01 15:51,40,15,29.96,0
2016-01-01 16:51,40,14,29.96,0
2016-01-01 17:51,39,13,29.97,0
2016-01-01 18:51,39,15,29.98,0
2016-01-01 19:51,38,10,30.0,0
2016-01-01 20:51,38,12,30.01,0
2016-01-01 21:51,37,15,30.01,0
2016-01-01 22:51,36,16,30.02,0
2016-01-01 23:51,37,15,30.02,0
2016-01-02 00:51,36,13,30.01,0
2016-01-02 01:51,36,20,30.01,0
2016-01-02 02:51,36,14,30.02,0
2016-01-02 03:51,36,18,30.01,0
2016-01-02 04:51,35,18,30.02,0
2016-01-02 05:51,35,18,30.03,0
2016-01-02 06:51,35,12,30.05,0
2016-01-02 07:51,35,8,30.06,0
2016-01-02 08:51,35,9,30.07,0
2016-01-02 09:51,36,13,30.08,0
2016-01-02 10:51,37,14,30.06,0
2016-01-02 11:51,38,15,30.03,0
2016-01-02 12:51,40,7,29.99,0
2016-01-02 13:51,40,12,29.97,0
2016-01-02 14:51,40,10,29.97,0
2016-01-02 15:51,40,12,29.97,0
2016-01-02 16:51,41,18,29.98,0
2016-01-02 17:51,39,16,29.99,0
2016-01-02 18:51,38,8,30.0,0
2016-01-02 19:51,37,7,30.0,0
2016-01-02 20:51,37,7,29.98,0
2016-01-02 21:51,37,12,29.97,0
2016-01-02 22:51,37,10,29.95,0
2016-01-02 23:51,37,13,29.94,0
2016-01-03 00:51,37,9,29.92,0
2016-01-03 01:51,37,12,29.9,0
2016-01-03 02:51,36,8,29.88,0
2016-01-03 03:51,37,9,29.85,0
2016-01-03 04:51,37,13,29.85,0
2016-01-03 05:51,37,9,29.83,0
2016-01-03 06:51,38,10,29.84,0
2016-01-03 07:51,38,9,29.84,0
2016-01-03 08:51,41,16,29.84,0
2016-01-03 09:51,43,13,29.84,0
2016-01-03 10:51,45,12,29.82,0
2016-01-03 11:51,46,15,29.79,0
2016-01-03 12:51,46,17,29.77,0
2016-01-03 13:51,45,17,29.78,0
2016-01-03 14:51,44,16,29.79,0
2016-01-03 15:51,43,15,29.81,0
2016-01-03 16:51,43,9,29.82,0
2016-01-03 17:51,43,9,29.83,0
2016-01-03 18:51,42,12,29.86,0
2016-01-03 19:51,40,14,29.87,0
2016-01-03 20:51,40,13,29.86,0
2016-01-03 21:51,39,10,29.87,0
2016-01-03 22:51,39,13,29.87,0
2016-01-03 23:51,39,12,29.86,0
2016-01-04 00:51,38,16,29.85,0
2016-01-04 01:51,38,13,29.87,0
2016-01-04 02:51,37,23,29.87,0
2016-01-04 03:51,36,18,29.87,0
2016-01-04 04:51,35,13,29.88,0
2016-01-04 05:51,33,16,29.91,0
2016-01-04 06:51,32,14,29.94,0
2016-01-04 07:51,31,18,29.96,0
2016-01-04 08:51,31,15,29.99,0
2016-01-04 09:51,31,18,30.02,0
2016-01-04 10:51,30,17,30.02,0
2016-01-04 11:51,31,17,30.0,0
2016-01-04 12:51,31,15,30.0,0
2016-01-04 13:51,31,24,30.0,0
2016-01-04 14:44,30,16,30.02,0
2016-01-04 14:51,29,16,30.03,0
2016-01-04 15:51,27,21,30.07,0
2016-01-04 16:51,24,22,30.12,0
2016-01-04 17:51,23,15,30.17,0
2016-01-04 18:51,21,23,30.21,0
2016-01-04 19:51,20,21,30.24,0
2016-01-04 20:51,19,24,30.28,0
2016-01-04 21:51,18,28,30.3,0
2016-01-04 22:51,16,25,30.33,0
2016-01-04 23:51,16,16,30.35,0
2016-01-05 00:51,15,23,30.37,0
2016-01-05 01:51,14,17,30.4,0
2016-01-05 02:51,15,16,30.44,0
2016-01-05 03:51,14,18,30.45,0
2016-01-05 04:51,14,18,30.46,0
2016-01-05 05:51,14,15,30.49,0
