valid_time_gmt,temp,wspd,pressure,precip_hrly
2022-01-01 00:26,51,7,29.89,0
2022-01-01 00:35,51,7,29.9,0
2022-01-01 00:51,51,7,29.88,0
2022-01-01 01:35,51,7,29.89,0
2022-01-01 01:51,51,0,29.88,0
2022-01-01 02:42,51,7,29.89,0
2022-01-01 02:51,51,6,29.87,0
2022-01-01 03:35,51,7,29.84,0
2022-01-01 03:52,51,8,29.84,0
2022-01-01 04:22,51,6,29.84,0
2022-01-01 04:32,50,8,29.82,0
2022-01-01 04:47,50,6,29.83,0
2022-01-01 04:51,50,6,29.83,0
2022-01-01 05:51,51,7,29.81,0
2022-01-01 06:51,51,6,29.81,0.0
2022-01-01 07:51,51,6,29.81,0.03
2022-01-01 08:51,52,10,29.8,0.03
2022-01-01 09:51,53,6,29.82,0.01
2022-01-01 10:51,54,8,29.78,0.02
2022-01-01 11:51,55,6,29.75,0.0
2022-01-01 12:51,56,6,29.73,0.02
2022-01-01 13:51,56,0,29.71,0.0
2022-01-01 14:51,57,5,29.69,0.0
2022-01-01 15:51,57,7,29.68,0
2022-01-01 16:51,56,3,29.69,0.0
2022-01-01 17:29,56,0,29.69,0.01
2022-01-01 17:51,55,5,29.69,0.01
2022-01-01 18:42,54,7,29.69,0.03
2022-01-01 18:51,53,9,29.69,0.03
2022-01-01 19:02,52,8,29.68,0.01
2022-01-01 19:25,52,6,29.68,0.02
2022-01-01 19:51,52,6,29.66,0.05
2022-01-01 20:38,52,7,29.65,0.04
2022-01-01 20:51,51,8,29.64,0.06
2022-01-01 21:51,52,12,29.59,0.1
2022-01-01 22:29,52,8,29.6,0.21
2022-01-01 22:51,51,10,29.57,0.32
2022-01-01 23:51,50,7,29.54,0.08
2022-01-02 00:51,50,8,29.53,0.02
2022-01-02 01:51,49,0,29.52,0.0
2022-01-02 02:51,50,10,29.53,0.0
2022-01-02 03:51,52,7,29.53,0
2022-01-02 04:51,53,0,29.52,0
2022-01-02 05:51,51,7,29.55,0.02
2022-01-02 06:51,52,0,29.54,0.0
2022-01-02 06:59,53,3,29.55,0
2022-01-02 07:51,52,0,29.55,0
2022-01-02 08:51,54,7,29.55,0
2022-01-02 09:51,54,8,29.58,0
2022-01-02 09:53,54,8,29.58,0
2022-01-02 10:25,54,9,29.59,0
2022-01-02 10:51,54,9,29.6,0
2022-01-02 11:51,55,10,29.57,0
2022-01-02 12:45,57,15,29.57,0
2022-01-02 12:51,58,13,29.57,0
2022-01-02 13:51,60,10,29.59,0
2022-01-02 14:51,54,13,29.62,0
2022-01-02 15:02,52,7,29.64,0
2022-01-02 15:51,51,7,29.67,0
2022-01-02 16:51,51,14,29.71,0
2022-01-02 17:51,50,18,29.77,0
2022-01-02 18:02,49,21,29.78,0
2022-01-02 18:51,47,21,29.82,0
2022-01-02 19:51,42,18,29.88,0
2022-01-02 20:51,40,17,29.9,0
2022-01-02 21:51,40,13,29.93,0
2022-01-02 22:51,40,12,29.96,0
2022-01-02 23:51,40,9,29.98,0
2022-01-03 00:51,39,10,30.01,0
2022-01-03 01:51,38,12,30.06,0
2022-01-03 02:51,37,12,30.07,0
2022-01-03 03:51,35,17,30.05,0
2022-01-03 04:51,34,10,30.08,0
2022-01-03 05:51,34,12,30.1,0
2022-01-03 06:51,33,14,30.07,0
2022-01-03 07:51,32,20,30.1,0
2022-01-03 08:51,31,16,30.12,0
2022-01-03 09:51,31,16,30.13,0
2022-01-03 10:51,30,13,30.12,0
2022-01-03 11:51,30,13,30.07,0
2022-01-03 12:51,30,14,30.0,0
2022-01-03 13:51,30,16,30.0,0
2022-01-03 14:51,29,16,30.02,0
2022-01-03 15:51,29,15,30.03,0
2022-01-03 16:51,29,20,30.05,0
2022-01-03 17:51,28,17,30.09,0
2022-01-03 18:51,28,15,30.12,0
2022-01-03 19:51,27,13,30.16,0
2022-01-03 20:51,26,14,30.18,0
2022-01-03 21:51,26,14,30.2,0
2022-01-03 22:51,25,17,30.21,0
2022-01-03 23:51,25,16,30.23,0
2022-01-04 00:51,24,14,30.24,0
2022-01-04 01:51,23,15,30.28,0
2022-01-04 02:51,23,15,30.31,0
2022-01-04 03:51,22,14,30.33,0
2022-01-04 04:51,22,15,30.35,0
2022-01-04 05:51,21,14,30.37,0
2022-01-04 06:51,21,15,30.39,0
2022-01-04 07:51,22,9,30.41,0
2022-01-04 08:51,23,6,30.42,0
2022-01-04 09:51,26,3,30.43,0
2022-01-04 10:51,29,0,30.42,0
2022-01-04 11:51,32,0,30.38,0
2022-01-04 12:51,33,3,30.35,0
2022-01-04 13:51,35,3,30.34,0
