valid_time_gmt,temp,wspd,pressure,precip_hrly
2021-01-01 00:51,38,8,30.4,0
2021-01-01 01:51,38,7,30.43,0
2021-01-01 02:51,37,6,30.44,0
2021-01-01 03:51,36,5,30.45,0
2021-01-01 04:51,36,5,30.46,0
2021-01-01 05:51,36,6,30.47,0
2021-01-01 06:51,35,8,30.49,0
2021-01-01 07:51,35,7,30.51,0
2021-01-01 08:51,36,7,30.51,0
2021-01-01 09:51,37,8,30.51,0
2021-01-01 10:51,38,6,30.5,0
2021-01-01 11:51,38,8,30.44,0
2021-01-01 12:51,39,6,30.42,0
2021-01-01 13:51,40,9,30.38,0
2021-01-01 14:51,40,7,30.38,0
2021-01-01 15:51,40,8,30.35,0
2021-01-01 16:51,40,9,30.32,0.0
2021-01-01 17:51,39,10,30.3,0.02
2021-01-01 17:55,39,10,30.29,0.0
2021-01-01 18:51,39,8,30.27,0.01
2021-01-01 19:51,38,10,30.2,0.11
2021-01-01 20:45,37,9,30.18,0.09
2021-01-01 20:51,38,10,30.16,0.1
2021-01-01 21:51,38,14,30.09,0.23
2021-01-01 22:35,38,8,30.05,0.1
2021-01-01 22:51,38,10,30.05,0.12
2021-01-01 23:45,39,14,29.99,0.06
2021-01-01 23:51,41,14,29.99,0.06
2021-01-02 00:10,41,14,29.98,0.02
2021-01-02 00:51,38,14,29.95,0.03
2021-01-02 01:26,38,8,29.91,0.0
2021-01-02 01:51,38,9,29.88,0.01
2021-01-02 02:51,40,8,29.82,0.02
2021-01-02 03:07,40,7,29.82,0.0
2021-01-02 03:51,40,6,29.78,0.01
2021-01-02 04:24,41,6,29.75,0.0
2021-01-02 04:44,41,6,29.74,0.0
2021-01-02 04:51,41,5,29.74,0.0
2021-01-02 05:51,41,9,29.72,0
2021-01-02 06:22,40,7,29.73,0.0
2021-01-02 06:51,40,5,29.74,0.0
2021-01-02 07:13,40,5,29.74,0.0
2021-01-02 07:51,41,3,29.75,0.0
2021-01-02 08:40,43,14,29.76,0
2021-01-02 08:51,43,10,29.76,0
2021-01-02 09:46,48,10,29.76,0
2021-01-02 09:51,48,13,29.77,0
2021-01-02 10:51,52,18,29.76,0
2021-01-02 11:51,52,17,29.77,0
2021-01-02 12:51,52,22,29.77,0
2021-01-02 13:51,52,18,29.8,0
2021-01-02 14:51,50,25,29.85,0
2021-01-02 15:51,48,24,29.9,0
2021-01-02 16:51,46,23,29.96,0
2021-01-02 17:51,45,20,29.99,0
2021-01-02 18:51,44,15,30.02,0
2021-01-02 19:51,43,14,30.05,0
2021-01-02 20:51,42,10,30.06,0
2021-01-02 21:51,41,10,30.08,0
2021-01-02 22:51,41,9,30.09,0
2021-01-02 23:51,40,9,30.1,0
2021-01-03 00:51,39,8,30.11,0
2021-01-03 01:51,38,9,30.11,0
2021-01-03 02:51,37,9,30.1,0
2021-01-03 03:51,36,9,30.1,0
2021-01-03 04:51,36,10,30.08,0
2021-01-03 05:51,37,20,30.06,0
2021-01-03 06:06,37,16,30.1,0
2021-01-03 06:51,37,12,30.1,0
2021-01-03 07:51,37,13,30.11,0
2021-01-03 08:51,37,9,30.13,0
2021-01-03 09:47,39,13,30.12,0.0
2021-01-03 09:51,39,16,30.11,0.0
2021-01-03 10:36,37,21,30.05,0.04
2021-01-03 10:47,37,18,30.06,0.05
2021-01-03 10:51,38,18,30.06,0.05
2021-01-03 11:39,38,18,30.02,0.0
2021-01-03 11:51,38,20,30.0,0.0
2021-01-03 12:51,39,18,29.96,0.0
2021-01-03 13:51,39,20,29.95,0
2021-01-03 14:51,39,18,29.94,0
2021-01-03 15:51,39,22,29.93,0.0
2021-01-03 16:24,38,16,29.94,0.01
2021-01-03 16:51,38,21,29.92,0.04
2021-01-03 17:01,39,20,29.92,0.0
2021-01-03 17:51,39,21,29.92,0.01
2021-01-03 18:51,39,14,29.94,0.03
2021-01-03 19:51,38,15,29.94,0.02
2021-01-03 20:51,38,15,29.93,0.0
2021-01-03 21:51,38,20,29.92,0.0
2021-01-03 22:51,39,16,29.92,0.01
2021-01-03 23:51,39,16,29.92,0.0
