"Time Stamp","Time Zone","Name","PTID","Load"
"12/17/2024 03:20:00","EST","HUD VL",61758,925.3862
"12/17/2024 03:20:00","EST","LONGIL",61762,1621.6582
"12/17/2024 03:20:00","EST","MHK VL",61756,788.4454
"12/17/2024 03:20:00","EST","MILLWD",61759,243.0995
"12/17/2024 03:20:00","EST","N.Y.C.",61761,4276.141
"12/17/2024 03:20:00","EST","NORTH",61755,600.4572
"12/17/2024 03:20:00","EST","WEST",61752,1592.9624
"12/17/2024 03:25:00","EST","CAPITL",61757,1144.9856
"12/17/2024 03:25:00","EST","CENTRL",61754,1489.3474
"12/17/2024 03:25:00","EST","DUNWOD",61760,513.8192
"12/17/2024 03:25:00","EST","GENESE",61753,938.9958
"12/17/2024 03:25:00","EST","HUD VL",61758,937.4057
"12/17/2024 03:25:00","EST","LONGIL",61762,1625.094
"12/17/2024 03:25:00","EST","MHK VL",61756,799.585
"12/17/2024 03:25:00","EST","MILLWD",61759,241.1538
"12/17/2024 03:25:00","EST","N.Y.C.",61761,4259.617
"12/17/2024 03:25:00","EST","NORTH",61755,593.6649
"12/17/2024 03:25:00","EST","WEST",61752,1589.1191
"12/17/2024 03:30:00","EST","CAPITL",61757,1155.9559
"12/17/2024 03:30:00","EST","CENTRL",61754,1530.4019
"12/17/2024 03:30:00","EST","DUNWOD",61760,511.2827
"12/17/2024 03:30:00","EST","GENESE",61753,937.5706
"12/17/2024 03:30:00","EST","HUD VL",61758,919.4228
"12/17/2024 03:30:00","EST","LONGIL",61762,1623.593
"12/17/2024 03:30:00","EST","MHK VL",61756,765.8084
"12/17/2024 03:30:00","EST","MILLWD",61759,237.2282
"12/17/2024 03:30:00","EST","N.Y.C.",61761,4261.7974
"12/17/2024 03:30:00","EST","NORTH",61755,597.7956
"12/17/2024 03:30:00","EST","WEST",61752,1606.0149
"12/17/2024 03:35:00","EST","CAPITL",61757,1165.6382
"12/17/2024 03:35:00","EST","CENTRL",61754,1529.5828
"12/17/2024 03:35:00","EST","DUNWOD",61760,513.7549
"12/17/2024 03:35:00","EST","GENESE",61753,941.8802
"12/17/2024 03:35:00","EST","HUD VL",61758,943.8967
"12/17/2024 03:35:00","EST","LONGIL",61762,1625.9438
"12/17/2024 03:35:00","EST","MHK VL",61756,799.3814
"12/17/2024 03:35:00","EST","MILLWD",61759,227.9467
"12/17/2024 03:35:00","EST","N.Y.C.",61761,4267.006
"12/17/2024 03:35:00","EST","NORTH",61755,572.3058
"12/17/2024 03:35:00","EST","WEST",61752,1592.9957
"12/17/2024 03:40:00","EST","CAPITL",61757,1168.88
"12/17/2024 03:40:00","EST","CENTRL",61754,1546.0537
"12/17/2024 03:40:00","EST","DUNWOD",61760,510.3109
"12/17/2024 03:40:00","EST","GENESE",61753,934.514
"12/17/2024 03:40:00","EST","HUD VL",61758,908.3263
"12/17/2024 03:40:00","EST","LONGIL",61762,1621.8289
"12/17/2024 03:40:00","EST","MHK VL",61756,770.3724
"12/17/2024 03:40:00","EST","MILLWD",61759,242.0697
"12/17/2024 03:40:00","EST","N.Y.C.",61761,4258.911
"12/17/2024 03:40:00","EST","NORTH",61755,590.4053
"12/17/2024 03:40:00","EST","WEST",61752,1608.6329
"12/17/2024 03:45:00","EST","CAPITL",61757,1172.6237
"12/17/2024 03:45:00","EST","CENTRL",61754,1537.2351
"12/17/2024 03:45:00","EST","DUNWOD",61760,512.9273
"12/17/2024 03:45:00","EST","GENESE",61753,936.1146
"12/17/2024 03:45:00","EST","HUD VL",61758,937.9401
"12/17/2024 03:45:00","EST","LONGIL",61762,1616.8188
"12/17/2024 03:45:00","EST","MHK VL",61756,771.6563
"12/17/2024 03:45:00","EST","MILLWD",61759,230.4852
"12/17/2024 03:45:00","EST","N.Y.C.",61761,4246.8374
"12/17/2024 03:45:00","EST","NORTH",61755,599.7317
"12/17/2024 03:45:00","EST","WEST",61752,1582.9402
"12/17/2024 03:50:00","EST","CAPITL",61757,1154.2467
"12/17/2024 03:50:00","EST","CENTRL",61754,1545.019
"12/17/2024 03:50:00","EST","DUNWOD",61760,518.7728
"12/17/2024 03:50:00","EST","GENESE",61753,950.7177
"12/17/2024 03:50:00","EST","HUD VL",61758,933.1148
"12/17/2024 03:50:00","EST","LONGIL",61762,1625.9502
"12/17/2024 03:50:00","EST","MHK VL",61756,792.2068
"12/17/2024 03:50:00","EST","MILLWD",61759,239.6995
"12/17/2024 03:50:00","EST","N.Y.C.",61761,4246.081
"12/17/2024 03:50:00","EST","NORTH",61755,576.3638
"12/17/2024 03:50:00","EST","WEST",61752,1578.0105
"12/17/2024 03:55:00","EST","CAPITL",61757,1161.3035
"12/17/2024 03:55:00","EST","CENTRL",61754,1551.8853
"12/17/2024 03:55:00","EST","DUNWOD",61760,511.8424
"12/17/2024 03:55:00","EST","GENESE",61753,944.7599
"12/17/2024 03:55:00","EST","HUD VL",61758,922.6434
"12/17/2024 03:55:00","EST","LONGIL",61762,1634.0806
"12/17/2024 03:55:00","EST","MHK VL",61756,776.9553
"12/17/2024 03:55:00","EST","MILLWD",61759,239.9819
"12/17/2024 03:55:00","EST","N.Y.C.",61761,4239.0894
"12/17/2024 03:55:00","EST","NORTH",61755,583.2087
"12/17/2024 03:55:00","EST","WEST",61752,1598.352
"12/17/2024 04:00:00","EST","CAPITL",61757,1169.7365
"12/17/2024 04:00:00","EST","CENTRL",61754,1549.1006
"12/17/2024 04:00:00","EST","DUNWOD",61760,505.5435
"12/17/2024 04:00:00","EST","GENESE",61753,942.8283
"12/17/2024 04:00:00","EST","HUD VL",61758,919.8376
"12/17/2024 04:00:00","EST","LONGIL",61762,1623.343
"12/17/2024 04:00:00","EST","MHK VL",61756,778.3445
"12/17/2024 04:00:00","EST","MILLWD",61759,244.2436
"12/17/2024 04:00:00","EST","N.Y.C.",61761,4254.483
"12/17/2024 04:00:00","EST","NORTH",61755,596.2221
"12/17/2024 04:00:00","EST","WEST",61752,1610.1306
"12/17/2024 04:05:00","EST","CAPITL",61757,1161.9797
"12/17/2024 04:05:00","EST","CENTRL",61754,1555.9583
"12/17/2024 04:05:00","EST","DUNWOD",61760,506.3358
"12/17/2024 04:05:00","EST","GENESE",61753,943.3692
"12/17/2024 04:05:00","EST","HUD VL",61758,932.8745
"12/17/2024 04:05:00","EST","LONGIL",61762,1629.7649
"12/17/2024 04:05:00","EST","MHK VL",61756,779.2907
"12/17/2024 04:05:00","EST","MILLWD",61759,237.8446
"12/17/2024 04:05:00","EST","N.Y.C.",61761,4276.0303
"12/17/2024 04:05:00","EST","NORTH",61755,589.3982
"12/17/2024 04:05:00","EST","WEST",61752,1610.4807
"12/17/2024 04:10:00","EST","CAPITL",61757,1182.7394
"12/17/2024 04:10:00","EST","CENTRL",61754,1501.3027
"12/17/2024 04:10:00","EST","DUNWOD",61760,505.4042
"12/17/2024 04:10:00","EST","GENESE",61753,955.4467
"12/17/2024 04:10:00","EST","HUD VL",61758,921.8234
"12/17/2024 04:10:00","EST","LONGIL",61762,1637.487
"12/17/2024 04:10:00","EST","MHK VL",61756,799.3292
"12/17/2024 04:10:00","EST","MILLWD",61759,244.3503
"12/17/2024 04:10:00","EST","N.Y.C.",61761,4268.3867
"12/17/2024 04:10:00","EST","NORTH",61755,595.534
"12/17/2024 04:10:00","EST","WEST",61752,1605.4279
"12/17/2024 04:15:00","EST","CAPITL",61757,1161.0413
"12/17/2024 04:15:00","EST","CENTRL",61754,1501.9133
"12/17/2024 04:15:00","EST","DUNWOD",61760,508.7766
"12/17/2024 04:15:00","EST","GENESE",61753,947.4929
"12/17/2024 04:15:00","EST","HUD VL",61758,927.1042
"12/17/2024 04:15:00","EST","LONGIL",61762,1633.6858
"12/17/2024 04:15:00","EST","MHK VL",61756,779.1752
"12/17/2024 04:15:00","EST","MILLWD",61759,246.1428
"12/17/2024 04:15:00","EST","N.Y.C.",61761,4286.792
"12/17/2024 04:15:00","EST","NORTH",61755,609.2659
"12/17/2024 04:15:00","EST","WEST",61752,1622.5424
"12/17/2024 04:20:00","EST","CAPITL",61757,1172.4576
"12/17/2024 04:20:00","EST","CENTRL",61754,1544.2878
"12/17/2024 04:20:00","EST","DUNWOD",61760,509.208
"12/17/2024 04:20:00","EST","GENESE",61753,954.4344
"12/17/2024 04:20:00","EST","HUD VL",61758,920.5627
"12/17/2024 04:20:00","EST","LONGIL",61762,1643.9607
"12/17/2024 04:20:00","EST","MHK VL",61756,806.0192
"12/17/2024 04:20:00","EST","MILLWD",61759,241.7873
"12/17/2024 04:20:00","EST","N.Y.C.",61761,4260.507
"12/17/2024 04:20:00","EST","NORTH",61755,596.231
"12/17/2024 04:20:00","EST","WEST",61752,1608.032
"12/17/2024 04:25:00","EST","CAPITL",61757,1179.2449
"12/17/2024 04:25:00","EST","CENTRL",61754,1555.1038
"12/17/2024 04:25:00","EST","DUNWOD",61760,514.1234
"12/17/2024 04:25:00","EST","GENESE",61753,951.0335
"12/17/2024 04:25:00","EST","HUD VL",61758,929.1956
"12/17/2024 04:25:00","EST","LONGIL",61762,1632.669
"12/17/2024 04:25:00","EST","MHK VL",61756,783.6322
"12/17/2024 04:25:00","EST","MILLWD",61759,233.7069
"12/17/2024 04:25:00","EST","N.Y.C.",61761,4268.0605
"12/17/2024 04:25:00","EST","NORTH",61755,595.3891
"12/17/2024 04:25:00","EST","WEST",61752,1607.4492
"12/17/2024 04:30:00","EST","CAPITL",61757,1176.1553
"12/17/2024 04:30:00","EST","CENTRL",61754,1574.4792
"12/17/2024 04:30:00","EST","DUNWOD",61760,520.657
"12/17/2024 04:30:00","EST","GENESE",61753,956.1217
"12/17/2024 04:30:00","EST","HUD VL",61758,915.4182
"12/17/2024 04:30:00","EST","LONGIL",61762,1650.7346
"12/17/2024 04:30:00","EST","MHK VL",61756,789.0287
"12/17/2024 04:30:00","EST","MILLWD",61759,238.877
"12/17/2024 04:30:00","EST","N.Y.C.",61761,4276.8223
"12/17/2024 04:30:00","EST","NORTH",61755,583.6132
"12/17/2024 04:30:00","EST","WEST",61752,1609.4778
"12/17/2024 04:35:00","EST","CAPITL",61757,1172.3733
"12/17/2024 04:35:00","EST","CENTRL",61754,1555.7041
"12/17/2024 04:35:00","EST","DUNWOD",61760,509.8565
"12/17/2024 04:35:00","EST","GENESE",61753,959.2932
"12/17/2024 04:35:00","EST","HUD VL",61758,961.6347
"12/17/2024 04:35:00","EST","LONGIL",61762,1656.1953
"12/17/2024 04:35:00","EST","MHK VL",61756,793.0751
"12/17/2024 04:35:00","EST","MILLWD",61759,233.9166
"12/17/2024 04:35:00","EST","N.Y.C.",61761,4268.551
"12/17/2024 04:35:00","EST","NORTH",61755,589.5247
"12/17/2024 04:35:00","EST","WEST",61752,1628.5814
"12/17/2024 04:40:00","EST","CAPITL",61757,1184.1279
"12/17/2024 04:40:00","EST","CENTRL",61754,1572.9951
"12/17/2024 04:40:00","EST","DUNWOD",61760,519.8231
"12/17/2024 04:40:00","EST","GENESE",61753,960.1471
"12/17/2024 04:40:00","EST","HUD VL",61758,928.3234
"12/17/2024 04:40:00","EST","LONGIL",61762,1651.77
"12/17/2024 04:40:00","EST","MHK VL",61756,787.5189
"12/17/2024 04:40:00","EST","MILLWD",61759,235.8071
"12/17/2024 04:40:00","EST","N.Y.C.",61761,4278.642
"12/17/2024 04:40:00","EST","NORTH",61755,616.0747
"12/17/2024 04:40:00","EST","WEST",61752,1616.8322
"12/17/2024 04:45:00","EST","CAPITL",61757,1181.2502
"12/17/2024 04:45:00","EST","CENTRL",61754,1557.4084
"12/17/2024 04:45:00","EST","DUNWOD",61760,517.1335
"12/17/2024 04:45:00","EST","GENESE",61753,963.0501
"12/17/2024 04:45:00","EST","HUD VL",61758,940.059
"12/17/2024 04:45:00","EST","LONGIL",61762,1665.2493
"12/17/2024 04:45:00","EST","MHK VL",61756,797.3032
"12/17/2024 04:45:00","EST","MILLWD",61759,239.9844
"12/17/2024 04:45:00","EST","N.Y.C.",61761,4292.21
"12/17/2024 04:45:00","EST","NORTH",61755,597.9294
"12/17/2024 04:45:00","EST","WEST",61752,1619.583
"12/17/2024 04:50:00","EST","CAPITL",61757,1191.4866
"12/17/2024 04:50:00","EST","CENTRL",61754,1586.4026
"12/17/2024 04:50:00","EST","DUNWOD",61760,516.4777
"12/17/2024 04:50:00","EST","GENESE",61753,958.5104
"12/17/2024 04:50:00","EST","HUD VL",61758,955.2547
"12/17/2024 04:50:00","EST","LONGIL",61762,1656.4751
"12/17/2024 04:50:00","EST","MHK VL",61756,784.8809
"12/17/2024 04:50:00","EST","MILLWD",61759,237.1719
"12/17/2024 04:50:00","EST","N.Y.C.",61761,4305.3936
"12/17/2024 04:50:00","EST","NORTH",61755,595.0223
"12/17/2024 04:50:00","EST","WEST",61752,1622.1051
"12/17/2024 04:55:00","EST","CAPITL",61757,1185.2152
"12/17/2024 04:55:00","EST","CENTRL",61754,1600.0444
"12/17/2024 04:55:00","EST","DUNWOD",61760,519.9711
"12/17/2024 04:55:00","EST","GENESE",61753,963.694
"12/17/2024 04:55:00","EST","HUD VL",61758,940.2017
"12/17/2024 04:55:00","EST","LONGIL",61762,1689.1117
"12/17/2024 04:55:00","EST","MHK VL",61756,791.9486
"12/17/2024 04:55:00","EST","MILLWD",61759,242.3691
"12/17/2024 04:55:00","EST","N.Y.C.",61761,4302.7383
"12/17/2024 04:55:00","EST","NORTH",61755,606.9833
"12/17/2024 04:55:00","EST","WEST",61752,1623.9517
"12/17/2024 05:00:00","EST","CAPITL",61757,1200.7109
"12/17/2024 05:00:00","EST","CENTRL",61754,1592.2395
"12/17/2024 05:00:00","EST","DUNWOD",61760,512.1767
"12/17/2024 05:00:00","EST","GENESE",61753,978.9531
"12/17/2024 05:00:00","EST","HUD VL",61758,971.5884
"12/17/2024 05:00:00","EST","LONGIL",61762,1682.073
"12/17/2024 05:00:00","EST","MHK VL",61756,814.2252
"12/17/2024 05:00:00","EST","MILLWD",61759,235.3729
"12/17/2024 05:00:00","EST","N.Y.C.",61761,4325.3457
"12/17/2024 05:00:00","EST","NORTH",61755,581.582
"12/17/2024 05:00:00","EST","WEST",61752,1618.2085
"12/17/2024 05:05:00","EST","CAPITL",61757,1229.9524
"12/17/2024 05:05:00","EST","CENTRL",61754,1552.2891
"12/17/2024 05:05:00","EST","DUNWOD",61760,516.622
"12/17/2024 05:05:00","EST","GENESE",61753,978.4143
"12/17/2024 05:05:00","EST","HUD VL",61758,929.4229
"12/17/2024 05:05:00","EST","LONGIL",61762,1683.1748
"12/17/2024 05:05:00","EST","MHK VL",61756,830.0263
"12/17/2024 05:05:00","EST","MILLWD",61759,252.2024
"12/17/2024 05:05:00","EST","N.Y.C.",61761,4355.9316
"12/17/2024 05:05:00","EST","NORTH",61755,597.6943
"12/17/2024 05:05:00","EST","WEST",61752,1611.582
"12/17/2024 05:10:00","EST","CAPITL",61757,1216.4309
"12/17/2024 05:10:00","EST","CENTRL",61754,1613.9187
"12/17/2024 05:10:00","EST","DUNWOD",61760,532.9843
"12/17/2024 05:10:00","EST","GENESE",61753,995.0246
"12/17/2024 05:10:00","EST","HUD VL",61758,927.3831
"12/17/2024 05:10:00","EST","LONGIL",61762,1704.3245
"12/17/2024 05:10:00","EST","MHK VL",61756,847.2867
"12/17/2024 05:10:00","EST","MILLWD",61759,252.1455
"12/17/2024 05:10:00","EST","N.Y.C.",61761,4380.8555
"12/17/2024 05:10:00","EST","NORTH",61755,587.5818
"12/17/2024 05:10:00","EST","WEST",61752,1636.6105
"12/17/2024 05:15:00","EST","CAPITL",61757,1231.3423
"12/17/2024 05:15:00","EST","CENTRL",61754,1627.3259
"12/17/2024 05:15:00","EST","DUNWOD",61760,529.9649
"12/17/2024 05:15:00","EST","GENESE",61753,993.2044
"12/17/2024 05:15:00","EST","HUD VL",61758,968.5426
"12/17/2024 05:15:00","EST","LONGIL",61762,1715.4319
"12/17/2024 05:15:00","EST","MHK VL",61756,860.4863
"12/17/2024 05:15:00","EST","MILLWD",61759,245.7172
"12/17/2024 05:15:00","EST","N.Y.C.",61761,4404.879
"12/17/2024 05:15:00","EST","NORTH",61755,578.6134
"12/17/2024 05:15:00","EST","WEST",61752,1663.8865
"12/17/2024 05:20:00","EST","CAPITL",61757,1240.8137
"12/17/2024 05:20:00","EST","CENTRL",61754,1623.7754
"12/17/2024 05:20:00","EST","DUNWOD",61760,532.2116
"12/17/2024 05:20:00","EST","GENESE",61753,1003.6732
"12/17/2024 05:20:00","EST","HUD VL",61758,948.4948
"12/17/2024 05:20:00","EST","LONGIL",61762,1728.8816
"12/17/2024 05:20:00","EST","MHK VL",61756,872.7222
"12/17/2024 05:20:00","EST","MILLWD",61759,259.1781
"12/17/2024 05:20:00","EST","N.Y.C.",61761,4408.1123
"12/17/2024 05:20:00","EST","NORTH",61755,612.2493
"12/17/2024 05:20:00","EST","WEST",61752,1645.291
"12/17/2024 05:25:00","EST","CAPITL",61757,1217.1361
"12/17/2024 05:25:00","EST","CENTRL",61754,1619.8564
"12/17/2024 05:25:00","EST","DUNWOD",61760,545.8279
"12/17/2024 05:25:00","EST","GENESE",61753,1009.2988
"12/17/2024 05:25:00","EST","HUD VL",61758,993.0303
"12/17/2024 05:25:00","EST","LONGIL",61762,1747.5162
"12/17/2024 05:25:00","EST","MHK VL",61756,869.8015
"12/17/2024 05:25:00","EST","MILLWD",61759,246.6995
"12/17/2024 05:25:00","EST","N.Y.C.",61761,4433.506
"12/17/2024 05:25:00","EST","NORTH",61755,599.1486
"12/17/2024 05:25:00","EST","WEST",61752,1668.8691
"12/17/2024 05:30:00","EST","CAPITL",61757,1248.6923
"12/17/2024 05:30:00","EST","CENTRL",61754,1655.2039
"12/17/2024 05:30:00","EST","DUNWOD",61760,539.3671
"12/17/2024 05:30:00","EST","GENESE",61753,1007.1135
"12/17/2024 05:30:00","EST","HUD VL",61758,982.3314
"12/17/2024 05:30:00","EST","LONGIL",61762,1754.9275
"12/17/2024 05:30:00","EST","MHK VL",61756,843.8019
"12/17/2024 05:30:00","EST","MILLWD",61759,266.698
"12/17/2024 05:30:00","EST","N.Y.C.",61761,4471.176
"12/17/2024 05:30:00","EST","NORTH",61755,607.2065
"12/17/2024 05:30:00","EST","WEST",61752,1648.6677
"12/17/2024 05:35:00","EST","CAPITL",61757,1238.3954
"12/17/2024 05:35:00","EST","CENTRL",61754,1662.4336
"12/17/2024 05:35:00","EST","DUNWOD",61760,540.9144
"12/17/2024 05:35:00","EST","GENESE",61753,1013.6921
"12/17/2024 05:35:00","EST","HUD VL",61758,982.5784
"12/17/2024 05:35:00","EST","LONGIL",61762,1759.1045
"12/17/2024 05:35:00","EST","MHK VL",61756,858.4672
"12/17/2024 05:35:00","EST","MILLWD",61759,251.2526
"12/17/2024 05:35:00","EST","N.Y.C.",61761,4493.1978
"12/17/2024 05:35:00","EST","NORTH",61755,608.2285
"12/17/2024 05:35:00","EST","WEST",61752,1656.7866
"12/17/2024 05:40:00","EST","CAPITL",61757,1255.2263
"12/17/2024 05:40:00","EST","CENTRL",61754,1693.5981
"12/17/2024 05:40:00","EST","DUNWOD",61760,558.786
"12/17/2024 05:40:00","EST","GENESE",61753,1017.5142
"12/17/2024 05:40:00","EST","HUD VL",61758,1012.6157
"12/17/2024 05:40:00","EST","LONGIL",61762,1762.3906
"12/17/2024 05:40:00","EST","MHK VL",61756,861.3086
"12/17/2024 05:40:00","EST","MILLWD",61759,256.8969
"12/17/2024 05:40:00","EST","N.Y.C.",61761,4491.841
"12/17/2024 05:40:00","EST","NORTH",61755,605.6392
"12/17/2024 05:40:00","EST","WEST",61752,1682.0177
"12/17/2024 05:45:00","EST","CAPITL",61757,1242.3973
"12/17/2024 05:45:00","EST","CENTRL",61754,1691.864
"12/17/2024 05:45:00","EST","DUNWOD",61760,558.7902
"12/17/2024 05:45:00","EST","GENESE",61753,1022.4443
"12/17/2024 05:45:00","EST","HUD VL",61758,1010.4612
"12/17/2024 05:45:00","EST","LONGIL",61762,1781.95
"12/17/2024 05:45:00","EST","MHK VL",61756,873.9755
"12/17/2024 05:45:00","EST","MILLWD",61759,259.1856
"12/17/2024 05:45:00","EST","N.Y.C.",61761,4530.872
"12/17/2024 05:45:00","EST","NORTH",61755,606.6495
"12/17/2024 05:45:00","EST","WEST",61752,1678.8534
"12/17/2024 05:50:00","EST","CAPITL",61757,1266.155
"12/17/2024 05:50:00","EST","CENTRL",61754,1695.6582
"12/17/2024 05:50:00","EST","DUNWOD",61760,563.6876
"12/17/2024 05:50:00","EST","GENESE",61753,1034.294
"12/17/2024 05:50:00","EST","HUD VL",61758,1028.3964
"12/17/2024 05:50:00","EST","LONGIL",61762,1781.5397
"12/17/2024 05:50:00","EST","MHK VL",61756,861.5465
"12/17/2024 05:50:00","EST","MILLWD",61759,252.594
"12/17/2024 05:50:00","EST","N.Y.C.",61761,4556.264
"12/17/2024 05:50:00","EST","NORTH",61755,608.5245
"12/17/2024 05:50:00","EST","WEST",61752,1693.8043
"12/17/2024 05:55:00","EST","CAPITL",61757,1259.2595
"12/17/2024 05:55:00","EST","CENTRL",61754,1665.2808
"12/17/2024 05:55:00","EST","DUNWOD",61760,565.6022
"12/17/2024 05:55:00","EST","GENESE",61753,1037.2905
"12/17/2024 05:55:00","EST","HUD VL",61758,994.8835
"12/17/2024 05:55:00","EST","LONGIL",61762,1787.2401
"12/17/2024 05:55:00","EST","MHK VL",61756,881.3264
"12/17/2024 05:55:00","EST","MILLWD",61759,262.664
"12/17/2024 05:55:00","EST","N.Y.C.",61761,4624.796
"12/17/2024 05:55:00","EST","NORTH",61755,626.9088
"12/17/2024 05:55:00","EST","WEST",61752,1723.6981
"12/17/2024 06:00:00","EST","CAPITL",61757,1256.9113
"12/17/2024 06:00:00","EST","CENTRL",61754,1658.1697
"12/17/2024 06:00:00","EST","DUNWOD",61760,572.561
"12/17/2024 06:00:00","EST","GENESE",61753,1048.1782
"12/17/2024 06:00:00","EST","HUD VL",61758,997.5941
"12/17/2024 06:00:00","EST","LONGIL",61762,1810.1337
"12/17/2024 06:00:00","EST","MHK VL",61756,868.0714
"12/17/2024 06:00:00","EST","MILLWD",61759,267.7421
"12/17/2024 06:00:00","EST","N.Y.C.",61761,4641.092
"12/17/2024 06:00:00","EST","NORTH",61755,628.936
"12/17/2024 06:00:00","EST","WEST",61752,1701.4946
"12/17/2024 06:05:00","EST","CAPITL",61757,1289.1075
"12/17/2024 06:05:00","EST","CENTRL",61754,1703.3821
"12/17/2024 06:05:00","EST","DUNWOD",61760,560.37
"12/17/2024 06:05:00","EST","GENESE",61753,1062.1077
"12/17/2024 06:05:00","EST","HUD VL",61758,1030.5266
"12/17/2024 06:05:00","EST","LONGIL",61762,1824.4265
"12/17/2024 06:05:00","EST","MHK VL",61756,873.0901
"12/17/2024 06:05:00","EST","MILLWD",61759,267.0798
"12/17/2024 06:05:00","EST","N.Y.C.",61761,4684.9497
"12/17/2024 06:05:00","EST","NORTH",61755,629.9959
"12/17/2024 06:05:00","EST","WEST",61752,1710.3505
"12/17/2024 06:10:00","EST","CAPITL",61757,1330.3105
"12/17/2024 06:10:00","EST","CENTRL",61754,1733.1416
"12/17/2024 06:10:00","EST","DUNWOD",61760,565.197
"12/17/2024 06:10:00","EST","GENESE",61753,1074.9712
"12/17/2024 06:10:00","EST","HUD VL",61758,1051.844
"12/17/2024 06:10:00","EST","LONGIL",61762,1863.0977
"12/17/2024 06:10:00","EST","MHK VL",61756,906.7015
"12/17/2024 06:10:00","EST","MILLWD",61759,287.1395
"12/17/2024 06:10:00","EST","N.Y.C.",61761,4800.2876
"12/17/2024 06:10:00","EST","NORTH",61755,614.5574
"12/17/2024 06:10:00","EST","WEST",61752,1741.2025
"12/17/2024 06:15:00","EST","CAPITL",61757,1330.4878
"12/17/2024 06:15:00","EST","CENTRL",61754,1769.8745
"12/17/2024 06:15:00","EST","DUNWOD",61760,602.2354
"12/17/2024 06:15:00","EST","GENESE",61753,1085.704
"12/17/2024 06:15:00","EST","HUD VL",61758,1027.2192
"12/17/2024 06:15:00","EST","LONGIL",61762,1891.4226
"12/17/2024 06:15:00","EST","MHK VL",61756,912.7039
"12/17/2024 06:15:00","EST","MILLWD",61759,269.4347
"12/17/2024 06:15:00","EST","N.Y.C.",61761,4826.9453
"12/17/2024 06:15:00","EST","NORTH",61755,633.7995
"12/17/2024 06:15:00","EST","WEST",61752,1761.064
"12/17/2024 06:20:00","EST","CAPITL",61757,1324.493
"12/17/2024 06:20:00","EST","CENTRL",61754,1748.1265
"12/17/2024 06:20:00","EST","DUNWOD",61760,606.5464
"12/17/2024 06:20:00","EST","GENESE",61753,1084.9077
"12/17/2024 06:20:00","EST","HUD VL",61758,1071.8412
"12/17/2024 06:20:00","EST","LONGIL",61762,1899.3314
"12/17/2024 06:20:00","EST","MHK VL",61756,929.467
"12/17/2024 06:20:00","EST","MILLWD",61759,272.3737
"12/17/2024 06:20:00","EST","N.Y.C.",61761,4879.039
"12/17/2024 06:20:00","EST","NORTH",61755,627.705
"12/17/2024 06:20:00","EST","WEST",61752,1752.6066
"12/17/2024 06:25:00","EST","CAPITL",61757,1336.7952
"12/17/2024 06:25:00","EST","CENTRL",61754,1770.7034
"12/17/2024 06:25:00","EST","DUNWOD",61760,600.0791
"12/17/2024 06:25:00","EST","GENESE",61753,1104.0482
"12/17/2024 06:25:00","EST","HUD VL",61758,1047.3948
"12/17/2024 06:25:00","EST","LONGIL",61762,1930.3738
"12/17/2024 06:25:00","EST","MHK VL",61756,939.1027
"12/17/2024 06:25:00","EST","MILLWD",61759,294.5573
"12/17/2024 06:25:00","EST","N.Y.C.",61761,4913.873
"12/17/2024 06:25:00","EST","NORTH",61755,627.8799
"12/17/2024 06:25:00","EST","WEST",61752,1767.2404
"12/17/2024 06:30:00","EST","CAPITL",61757,1352.3816
"12/17/2024 06:30:00","EST","CENTRL",61754,1800.9343
"12/17/2024 06:30:00","EST","DUNWOD",61760,602.3998
"12/17/2024 06:30:00","EST","GENESE",61753,1103.9119
"12/17/2024 06:30:00","EST","HUD VL",61758,1058.1672
"12/17/2024 06:30:00","EST","LONGIL",61762,1933.3665
"12/17/2024 06:30:00","EST","MHK VL",61756,918.5825
"12/17/2024 06:30:00","EST","MILLWD",61759,287.0724
"12/17/2024 06:30:00","EST","N.Y.C.",61761,4936.2725
"12/17/2024 06:30:00","EST","NORTH",61755,648.4639
"12/17/2024 06:30:00","EST","WEST",61752,1789.1316
"12/17/2024 06:35:00","EST","CAPITL",61757,1372.1202
"12/17/2024 06:35:00","EST","CENTRL",61754,1809.6306
"12/17/2024 06:35:00","EST","DUNWOD",61760,608.3861
"12/17/2024 06:35:00","EST","GENESE",61753,1106.0215
"12/17/2024 06:35:00","EST","HUD VL",61758,1078.6068
"12/17/2024 06:35:00","EST","LONGIL",61762,1933.7289
"12/17/2024 06:35:00","EST","MHK VL",61756,940.3031
"12/17/2024 06:35:00","EST","MILLWD",61759,297.2561
"12/17/2024 06:35:00","EST","N.Y.C.",61761,4990.905
"12/17/2024 06:35:00","EST","NORTH",61755,624.7304
"12/17/2024 06:35:00","EST","WEST",61752,1796.6971
"12/17/2024 06:40:00","EST","CAPITL",61757,1373.4956
"12/17/2024 06:40:00","EST","CENTRL",61754,1831.6399
"12/17/2024 06:40:00","EST","DUNWOD",61760,599.9188
"12/17/2024 06:40:00","EST","GENESE",61753,1115.696
"12/17/2024 06:40:00","EST","HUD VL",61758,1092.2784
"12/17/2024 06:40:00","EST","LONGIL",61762,1971.7391
"12/17/2024 06:40:00","EST","MHK VL",61756,956.2673
"12/17/2024 06:40:00","EST","MILLWD",61759,297.8847
"12/17/2024 06:40:00","EST","N.Y.C.",61761,5039.343
"12/17/2024 06:40:00","EST","NORTH",61755,628.209
